,rule,gp_effect_size,gp_num,gp_trt_effect,gp_p,gp_1_mean,gp_1_num,gp_0_mean,gn_trt_effect,gn_p,gn_1_mean,gn_1_num,gn_0_mean,trt_effect_1,p_1,trt_effect_0,p_0,gp_power,power_1
134,"(24, 16.666666666666668, 'larger')",-0.2571705456708201,192,-0.33684704184704195,0.09890559520595019,7.1876984126984125,126,7.524545454545454,-0.3958193277310915,0.4962055442340587,7.134323529411765,34,7.530142857142857,0.05337488328664719,0.8478427533828994,-0.005597402597402379,0.7419898278709959,0.7765438224584011,0.009347908602034612
135,"(24, 25.0, 'larger')",-0.21965233395918984,169,-0.2947713405238819,0.18987994074414571,7.211872727272728,110,7.50664406779661,-0.48035142857142876,0.20097460904910214,7.09822,50,7.578571428571429,0.11365272727272746,0.6613356951426331,-0.07192736077481943,0.9869134759407779,0.5666276379429764,0.002596211943617475
136,"(24, 33.333333333333336, 'larger')",-0.14140802137626823,154,-0.1871348148148133,0.4016431181631144,7.173680000000001,100,7.360814814814814,-0.6867987179487178,0.03902063226131526,7.180816666666667,60,7.867615384615385,-0.007136666666665903,0.9409982312493704,-0.5068005698005704,0.17187430262088843,0.2630507085985767,0.02821746061726003
137,"(24, 41.66666666666667, 'larger')",-0.19671862803003498,135,-0.2677710084033613,0.2264838796851365,7.079797619047619,84,7.34756862745098,-0.555403811252269,0.0681553435384521,7.283078947368421,76,7.83848275862069,-0.20328132832080215,0.2690016596695243,-0.49091413116970983,0.16877426624236236,0.3894198584104789,0.32270949069766053
138,"(24, 50.0, 'larger')",-0.19546196518300796,116,-0.2706951258362533,0.2625598219621327,7.0298630136986295,73,7.300558139534883,-0.4876971109040067,0.06571400696937978,7.299275862068966,87,7.786972972972973,-0.26941284837033663,0.18265663609390093,-0.48641483343809,0.1574563252425849,0.3300059359716265,0.5147118024165213
139,"(24, 58.333333333333336, 'larger')",-0.4152601241327989,100,-0.5732413194444446,0.029298074907050515,6.945453125,64,7.518694444444445,-0.2008219696969702,0.4740251692132216,7.330291666666667,96,7.531113636363637,-0.3848385416666664,0.0578956222843935,-0.012419191919192052,0.8164575944411389,0.8527208061643846,0.8218439274330716
140,"(24, 66.66666666666667, 'larger')",-0.42592474332987923,86,-0.6027219941348969,0.038998883109752476,7.021890909090909,55,7.624612903225806,-0.20557006802720945,0.42648697607001107,7.257266666666667,105,7.462836734693877,-0.23537575757575802,0.3110140876523584,0.16177616853192944,0.37145373821429817,0.7970823237123819,0.4125144079198261
141,"(24, 75.0, 'larger')",-0.4101511584867601,74,-0.5901645962732909,0.08208613404835574,7.057978260869566,46,7.648142857142857,-0.2353771929824564,0.3185330036239633,7.224122807017544,114,7.4595,-0.16614454614797758,0.5691684814529164,0.1886428571428569,0.34303283825587416,0.6886605367645501,0.23040951453464814
142,"(24, 83.33333333333334, 'larger')",-0.566903895875535,53,-0.8185718475073323,0.04911865002438815,6.846064516129032,31,7.664636363636364,-0.21702993851911234,0.3150135970468979,7.255728682170543,129,7.472758620689655,-0.40966416604151057,0.1511536705286028,0.19187774294670934,0.457188455874067,0.8154735107100717,0.8624274051629903
143,"(24, 91.66666666666667, 'larger')",-0.23256123739870047,27,-0.33245294117647184,0.5468308928722244,6.923647058823529,17,7.256100000000001,-0.35761568431568325,0.08880236894128415,7.206398601398602,143,7.564014285714285,-0.28275154257507307,0.41092624868302596,-0.3079142857142845,0.7160846693815506,0.1324959639239452,0.5488986660165792
144,"(25, 8.333333333333334, 'larger')",-0.2940276491159448,214,-0.3801321514907334,0.06105062580564165,7.132897260273973,146,7.513029411764706,0.03323809523809551,0.7576207236833965,7.629571428571429,14,7.596333333333334,-0.4966741682974565,0.21351634709330813,-0.08330392156862754,0.7210421448305544,0.91418233491952,0.9577397004321558
145,"(25, 16.666666666666668, 'larger')",-0.20821112783194826,193,-0.2604283427727161,0.1931942008062445,7.189587786259542,131,7.450016129032258,-0.6690249042145595,0.13671408927145265,7.116586206896551,29,7.785611111111111,0.07300157936299101,0.8195582995833397,-0.3355949820788524,0.3245729347543652,0.637801357751891,0.006286944795229872
146,"(25, 25.0, 'larger')",-0.27378366142781463,175,-0.34583560606060715,0.10839397149360809,7.179491666666666,120,7.5253272727272735,-0.3590100000000005,0.33838366092728434,7.16695,40,7.52596,0.012541666666666451,0.9874240982365049,-0.0006327272727268962,0.9173281781919101,0.8178606235304412,0.020085922848273548
147,"(25, 33.333333333333336, 'larger')",-0.1830303768931465,157,-0.23008333333333475,0.30727093538754446,7.200916666666666,108,7.431000000000001,-0.5495893300248138,0.1014186945026814,7.125346153846154,52,7.674935483870968,0.07557051282051219,0.8099885919243958,-0.24393548387096686,0.38211708684447176,0.44605372499635804,0.0059581363950646695
148,"(25, 41.66666666666667, 'larger')",-0.2047887234726932,136,-0.25502887537994035,0.2968023743081595,7.151542553191489,94,7.4065714285714295,-0.4453030303030303,0.13223448758644865,7.21169696969697,66,7.657,-0.06015441650548059,0.6940218645874598,-0.25042857142857056,0.33050853541534286,0.48315002715741634,0.06442876954083242
149,"(25, 50.0, 'larger')",-0.14183155730477526,117,-0.17125156794425145,0.44787651835312725,7.204634146341463,82,7.375885714285714,-0.4952829059829069,0.07421671131951892,7.146628205128205,78,7.641911111111112,0.05800594121325808,0.8297188541617402,-0.2660253968253974,0.38538213882385197,0.24528143531923197,0.00852554633931784
150,"(25, 58.333333333333336, 'larger')",-0.18033583480651863,99,-0.2225138888888889,0.4251843229302432,7.213486111111111,72,7.436,-0.42515480274442474,0.08626697975981046,7.145977272727273,88,7.571132075471698,0.06750883838383803,0.7837889041060521,-0.1351320754716978,0.7874420717045536,0.30649900205039227,0.007036142010330559
151,"(25, 66.66666666666667, 'larger')",-0.41533357541376387,79,-0.5040257575757581,0.12608725446787486,7.021890909090909,55,7.525916666666667,-0.2680904761904763,0.25015300795938233,7.257266666666667,105,7.5253571428571435,-0.23537575757575802,0.27084717136652725,0.000559523809523732,0.9665018449461644,0.8603670230260019,0.4125144079198261
152,"(25, 75.0, 'larger')",-0.285917910287928,53,-0.34150168918918844,0.41026875327044254,7.052810810810811,37,7.3943125,-0.34480779979674736,0.10396182355059004,7.213520325203253,123,7.558328125,-0.1607095143924413,0.41829467980499946,-0.16401562500000022,0.5082614661648037,0.41399536095144984,0.218216661385707
153,"(25, 83.33333333333334, 'larger')",-0.3439341908733722,34,-0.3888044444444434,0.7253452719907537,6.968640000000001,25,7.357444444444444,-0.33200876369327137,0.08718549898987511,7.214822222222222,135,7.546830985915493,-0.2461822222222212,0.41487607844379504,-0.18938654147104916,0.4419324942006606,0.42623091048809936,0.4419285201059172
154,"(25, 91.66666666666667, 'larger')",-0.6709450934000892,16,-0.9017454545454546,0.3355726093689084,6.860454545454545,11,7.7622,-0.31006881431767397,0.09575892039028326,7.199677852348993,149,7.509746666666667,-0.33922330689444724,0.48099672189829523,0.2524533333333334,0.865838048035898,0.5147060358921195,0.7048997728597789
155,"(26, 8.333333333333334, 'larger')",-0.2216636260806639,226,-0.2895789238069666,0.12535467055228472,7.136503267973856,153,7.426082191780822,-0.5151428571428571,0.7493941849625707,8.047428571428572,7,8.56257142857143,-0.9109253034547162,0.052431725986354503,-1.1364892367906068,0.035480439147006236,0.722672247628614,0.9999994112259712
156,"(26, 16.666666666666668, 'larger')",-0.20841250228882244,212,-0.26878803316351974,0.15774977757924324,7.111099290780142,141,7.379887323943661,-1.0138128654970773,0.08075669342208149,7.660631578947368,19,8.674444444444445,-0.5495322881672262,0.05453034692444337,-1.2945571205007838,0.0052052865315705575,0.6528074654006498,0.9840736611806328
157,"(26, 25.0, 'larger')",-0.15969376914919536,187,-0.20840696774193646,0.2729532564450696,7.161464,125,7.369870967741936,-0.8321238095238108,0.07438881091085682,7.229542857142857,35,8.061666666666667,-0.068078857142857,0.7026133283114502,-0.6917956989247314,0.07227484759036854,0.38718680400935057,0.0720760009295195
158,"(26, 33.333333333333336, 'larger')",-0.26487250621224073,162,-0.3421093993422195,0.11749767489319787,7.094532110091743,109,7.436641509433962,-0.34876470588235264,0.4037277105108159,7.3512352941176475,51,7.7,-0.25670318402590464,0.23187781344044078,-0.2633584905660378,0.38432759898804836,0.7422038784596277,0.47548686598996304
159,"(26, 41.66666666666667, 'larger')",-0.3521201051276228,131,-0.4386431556948791,0.06836531288935432,7.015402298850575,87,7.454045454545454,-0.24471080669710954,0.5235730160097628,7.36817808219178,73,7.6128888888888895,-0.35277578334120463,0.07826558888079702,-0.15884343434343506,0.5264403133124463,0.8988870986902854,0.7501269236846457
160,"(26, 50.0, 'larger')",-0.3454374032671369,110,-0.4389613578909355,0.13947668041719752,6.944859154929577,71,7.383820512820512,-0.29928336530556265,0.3187355807499913,7.361033707865168,89,7.660317073170731,-0.41617455293559136,0.049076883518863364,-0.2764965603502185,0.2520285767659952,0.8135557620614422,0.8791304335011331
161,"(26, 58.333333333333336, 'larger')",-0.3931141963080102,95,-0.4901436950146625,0.17381750551918185,6.937129032258064,62,7.427272727272727,-0.2668065566652196,0.3291598045263272,7.327704081632653,98,7.594510638297873,-0.390575049374589,0.06672537942993016,-0.16723791102514607,0.3406412921845555,0.8671659585660294,0.833113825433931
162,"(26, 66.66666666666667, 'larger')",-0.2358243556333124,78,-0.2955960474308297,0.6335945867611696,6.943490909090909,55,7.239086956521739,-0.3427719298245613,0.1346965789828271,7.298333333333334,105,7.641105263157895,-0.35484242424242485,0.09131641967934549,-0.40201830663615645,0.104990746802312,0.3826982264563803,0.7537745922266659
163,"(26, 75.0, 'larger')",-0.2944580613864173,54,-0.3961743421052635,0.4373484090233791,7.011763157894737,38,7.4079375,-0.3272989241803277,0.114853255088253,7.227622950819672,122,7.554921875,-0.2158597929249355,0.3338818043645809,-0.14698437499999972,0.5883243363682427,0.36251825599574894,0.3560331110810543
164,"(26, 83.33333333333334, 'larger')",-0.8130987189617632,35,-1.1068800000000003,0.03740227329584481,6.9435199999999995,25,8.0504,-0.23106878306878365,0.23826747577003637,7.219474074074074,135,7.450542857142858,-0.27595407407407446,0.3283357496062488,0.5998571428571422,0.21624748948892258,0.9422125165713687,0.530188724979547
165,"(26, 91.66666666666667, 'larger')",0.10650638822734138,13,0.13100000000000023,1.0,6.744,11,6.6129999999999995,-0.34064790913784293,0.07316148956690638,7.208275167785234,149,7.548923076923077,-0.46427516778523437,0.2974684405780881,-0.9359230769230775,0.33941741074233933,0.011536808760052522,0.9295752246495244
166,"(27, 16.666666666666668, 'larger')",-0.2938925307775983,205,-0.39999128205128276,0.051402043613547686,7.1615153846153845,130,7.561506666666667,0.2548666666666666,0.7060817412140714,7.240666666666667,30,6.9858,-0.0791512820512823,0.7364056032941146,0.575706666666667,0.24492877823603043,0.8711289246120576,0.08391526421674189
167,"(27, 25.0, 'larger')",-0.31275445439418886,186,-0.42402657685241874,0.048905031930878286,7.137156521739131,115,7.56118309859155,0.03231111111111051,0.9537280097577494,7.276533333333334,45,7.2442222222222235,-0.1393768115942029,0.5965171945812345,0.31696087636932635,0.34127401470570584,0.8822055614399541,0.1747653397124717
168,"(27, 33.333333333333336, 'larger')",-0.27162022771444455,156,-0.37982608695652154,0.11372031715965877,7.095423913043478,92,7.47525,-0.44077205882353,0.1980254910905238,7.28585294117647,68,7.726625,-0.1904290281329919,0.4445425379700285,-0.25137500000000035,0.6219042335842372,0.6794141037148331,0.28905076085477177
169,"(27, 41.66666666666667, 'larger')",-0.35451822336996963,123,-0.5021495890410961,0.08178812073278269,7.0648904109589035,73,7.5670399999999995,-0.1864482758620687,0.3804799511268564,7.269885057471265,87,7.456333333333333,-0.2049946465123611,0.4418442893804325,0.11070666666666629,0.713090261589989,0.7927080911401119,0.32729794088988373
170,"(27, 50.0, 'larger')",-0.34996184221288196,110,-0.4946477591036418,0.10044264145136789,7.046161764705882,68,7.540809523809524,-0.23604462242563073,0.2722108707515023,7.272586956521739,92,7.508631578947369,-0.2264251918158564,0.37876400239844954,0.03217794486215464,0.8585350692796864,0.7378786346522093,0.38698858136523967
171,"(27, 58.333333333333336, 'larger')",-0.42505307310637713,93,-0.6012134502923976,0.059415444228083834,6.965842105263158,57,7.567055555555555,-0.1986910856134152,0.34881520818764455,7.292854368932039,103,7.491545454545454,-0.32701226366888125,0.19403629183585158,0.07551010101010114,0.6846094685667796,0.8258790397842652,0.6819726256436669
172,"(27, 66.66666666666667, 'larger')",-0.5081217103348189,74,-0.7573547892720303,0.04330323348689916,6.890955555555556,45,7.648310344827586,-0.1676710997442452,0.38344798254794255,7.288034782608696,115,7.455705882352941,-0.3970792270531396,0.1424294542611008,0.19260446247464547,0.4742386418016362,0.8346225119188748,0.8431682266894616
173,"(27, 75.0, 'larger')",-0.49517053161327645,60,-0.7821507177033489,0.08302302518403937,6.918394736842106,38,7.700545454545455,-0.2024330130016958,0.2930569194759819,7.256704918032787,122,7.4591379310344825,-0.338310181190681,0.2465428004862268,0.24140752351097206,0.419012738866287,0.6801998128323931,0.7093906506094729
174,"(27, 83.33333333333334, 'larger')",-0.5255035638205494,44,-0.8186644880174301,0.0764611892017423,6.907629629629629,27,7.726294117647059,-0.24043943191311623,0.2736565611320211,7.23090977443609,133,7.471349206349206,-0.3232801448064606,0.27122791144577585,0.25494491129785324,0.2979357116190955,0.6093190510776689,0.6669111920117307
175,"(27, 91.66666666666667, 'larger')",-0.37339751114608477,22,-0.620857142857143,0.4592073167551547,6.451,15,7.071857142857143,-0.3176342938119978,0.11277847231519325,7.251393103448276,145,7.569027397260274,-0.8003931034482763,0.03584895947055854,-0.4971702544031311,0.73986952168406,0.18228941059918224,0.9999796572245336
176,"(28, 8.333333333333334, 'smaller')",-0.5670254122309858,18,-0.8360714285714286,0.39555263393092577,7.344428571428572,14,8.1805,-0.33081290555155096,0.07374712897604767,7.160239726027397,146,7.491052631578948,0.18418884540117464,0.5539951511064105,0.6894473684210523,0.35383690068472917,0.3712822121843369,0.00046162958855782825
177,"(28, 16.666666666666668, 'smaller')",-0.45299109030231777,42,-0.6590148148148147,0.14515128094111196,7.111851851851852,27,7.770866666666667,-0.27945656448814304,0.17757109710290175,7.189451127819549,133,7.468907692307692,-0.07759927596769689,0.9292097111022034,0.3019589743589748,0.3332223567048447,0.5231027861584218,0.08216833218195202
178,"(28, 25.0, 'smaller')",-0.5517433601785212,61,-0.7623483709273193,0.04972836956935173,6.898809523809524,42,7.661157894736843,-0.2081346207279804,0.3477995411024487,7.27514406779661,118,7.4832786885245905,-0.37633454398708643,0.14480134971191794,0.1778792062122525,0.4833230937473644,0.8767284274821011,0.8009593590383823
179,"(28, 33.333333333333336, 'smaller')",-0.5334092211207798,84,-0.7031275659824052,0.03264253742825252,6.9116451612903225,62,7.614772727272728,-0.14784588318085756,0.6141097306178438,7.343826530612246,98,7.491672413793103,-0.4321813693219232,0.03221499925915497,0.12310031347962447,0.623943768287442,0.9598321380499295,0.9021941684837587
180,"(28, 41.66666666666667, 'smaller')",-0.30590869919387975,103,-0.3974021435228332,0.16803900493817592,7.04777027027027,74,7.445172413793103,-0.28421568627450977,0.2723906847210449,7.287,86,7.57121568627451,-0.2392297297297299,0.23434750029566598,-0.12604327248140645,0.7186213940986843,0.6663504598924053,0.4243413186585071
181,"(28, 50.0, 'smaller')",-0.3566614273625845,115,-0.47102522590361406,0.08498081725455488,7.098506024096386,83,7.56953125,-0.23591477272727257,0.4388588564160165,7.260272727272728,77,7.4961875000000004,-0.16176670317634212,0.33041378435583957,0.07334374999999937,0.7495899127029944,0.8253951333736749,0.22091843817431156
182,"(28, 58.333333333333336, 'smaller')",-0.3563168851259652,135,-0.46302724358974423,0.06332771160001224,7.130229166666666,96,7.59325641025641,-0.21555068597560822,0.4883345858768262,7.2455468750000005,64,7.461097560975609,-0.11531770833333432,0.509236898778459,0.13215884928080168,0.6440636646377231,0.8898832341607242,0.13291543677044804
183,"(28, 66.66666666666667, 'smaller')",-0.30802138703706494,156,-0.4079930555555551,0.09222977698673075,7.189777777777778,108,7.597770833333333,-0.26867548076923065,0.3716096509760535,7.148480769230769,52,7.41715625,0.041297008547008573,0.9825610286043129,0.18061458333333302,0.7273573964559362,0.8275427140935014,0.011820202149577387
184,"(28, 75.0, 'smaller')",-0.24684953165429613,179,-0.3283254814814809,0.17557617274981474,7.207656,125,7.535981481481481,-0.4392362637362641,0.1796867837573617,7.064571428571428,35,7.503807692307692,0.143084571428572,0.7257093080321655,0.03217378917378877,0.8252070065026309,0.6995324110233285,0.0012998478870525384
185,"(28, 83.33333333333334, 'smaller')",-0.1909483011474296,196,-0.25676793452094326,0.2520517380404409,7.206022388059702,134,7.462790322580645,-0.7181495726495717,0.05317338271357822,7.023461538461539,26,7.74161111111111,0.182560849598163,0.6190351407355827,-0.27882078853046544,0.4166316566004714,0.5111734255033515,0.0004792916339527532
186,"(28, 91.66666666666667, 'smaller')",-0.2734566401128124,215,-0.367290147783252,0.07616702812173973,7.168124137931034,145,7.535414285714286,-0.20036666666666747,0.5417490574450203,7.255933333333333,15,7.456300000000001,-0.08780919540229881,0.8582949190959159,0.07911428571428569,0.7160846693815506,0.8473874161916756,0.0941219185344167
187,"(29, 8.333333333333334, 'smaller')",0.24816112286452457,25,0.312154761904762,0.7668484756777447,7.187904761904762,21,6.87575,-0.38511217341916026,0.0485883094436615,7.174611510791366,139,7.559723684210526,0.013293251113395854,0.8358705283986207,-0.6839736842105264,0.42677673653298365,0.001607310988710542,0.019819608949928843
188,"(29, 16.666666666666668, 'smaller')",-0.05044847930340745,45,-0.06305614973262053,0.8326659395181515,7.116852941176471,34,7.179909090909091,-0.3882104899930985,0.07011698698324685,7.192412698412698,126,7.580623188405797,-0.07555975723622765,0.7354679915306565,-0.4007140974967056,0.34565946134317327,0.04558615363811966,0.07992715849874349
189,"(29, 25.0, 'smaller')",-0.40459462481933167,64,-0.5114392991239063,0.10065962812235274,6.923148936170212,47,7.434588235294118,-0.26839092569181133,0.24906753651531033,7.281672566371681,113,7.550063492063492,-0.3585236302014687,0.12593811462050655,-0.11547525676937376,0.827753974149904,0.7259357178658391,0.7614887494909914
190,"(29, 33.333333333333336, 'smaller')",-0.5971853603702376,87,-0.7755327868852468,0.015318361610547587,6.808967213114753,61,7.5845,-0.09440235690235799,0.649597852211222,7.402727272727272,99,7.49712962962963,-0.593760059612519,0.008373908729990364,0.08737037037036988,0.8452580702794583,0.9900761482790628,0.9955769940754907
191,"(29, 41.66666666666667, 'smaller')",-0.579084466423354,102,-0.760470588235294,0.007849897110188768,6.76885294117647,68,7.529323529411764,-0.0451630434782615,0.8637281761324117,7.477554347826087,92,7.522717391304348,-0.7087014066496167,0.0008498111394224445,0.006606138107415838,0.9650663880832491,0.9936754777277516,0.9998641936076156
192,"(29, 50.0, 'smaller')",-0.5856517231239828,124,-0.7796853287395917,0.004361662955869704,6.845012345679013,81,7.624697674418605,0.10581833732466528,0.654709517241344,7.516088607594936,79,7.410270270270271,-0.671076261915923,0.0012074210319275734,0.21442740414833406,0.536852442959193,0.9983514098085987,0.9995330218911612
193,"(29, 58.333333333333336, 'smaller')",-0.32258345992530774,141,-0.4475163398692814,0.08000556178512452,7.009111111111111,90,7.456627450980393,-0.2553039408866997,0.39342342072050196,7.391385714285715,70,7.646689655172414,-0.3822746031746034,0.05033218475278219,-0.1900622041920217,0.45287601428954016,0.7884681173406629,0.8169837136929312
194,"(29, 66.66666666666667, 'smaller')",-0.24724151640450678,158,-0.3460038515406163,0.14899975183069383,7.077656862745099,102,7.423660714285715,-0.4132772988505753,0.2175182994565139,7.349931034482759,58,7.763208333333334,-0.27227417173766,0.13789415950516692,-0.339547619047619,0.2590480784453434,0.6028390822564837,0.5227457263397403
195,"(29, 75.0, 'smaller')",-0.2678207280788106,173,-0.3750139051522252,0.10379719602969886,7.119330357142857,112,7.494344262295082,-0.3162149122807021,0.4359910027501389,7.3094166666666665,48,7.6256315789473685,-0.19008630952380923,0.28355843707786843,-0.1312873166522861,0.7090771602544521,0.7108023256398395,0.2878286527215101
196,"(29, 83.33333333333334, 'smaller')",-0.27184509831350395,188,-0.37342133333333294,0.08660057425663853,7.122912,125,7.496333333333333,-0.266477310924369,0.6051980928603251,7.367228571428572,35,7.633705882352941,-0.24431657142857155,0.24444053863646265,-0.1373725490196076,0.7066493455749561,0.7744120829263866,0.4374344379371485
197,"(29, 91.66666666666667, 'smaller')",-0.30399369431608786,214,-0.40828971048513285,0.04022564786803211,7.125640845070422,142,7.533930555555555,0.12656944444444385,0.5785147215079439,7.576444444444444,18,7.4498750000000005,-0.45080359937402203,0.12053964094740582,0.08405555555555466,0.754484740716767,0.9116625663024989,0.9171091413116759
198,"(30, 8.333333333333334, 'smaller')",0.32395736231022976,21,0.4690374999999998,0.620294015349161,7.2594375,16,6.7904,-0.4074083333333336,0.04242351036174765,7.167125,144,7.574533333333334,0.09231249999999935,0.7414857830280479,-0.784133333333334,0.36580174705319213,0.0014162082981621184,0.004178559123674178
199,"(30, 16.666666666666668, 'smaller')",0.08250073881525571,43,0.10322564102564158,0.7509920543280972,7.101533333333333,30,6.998307692307692,-0.43419781859931117,0.040791086268437075,7.193623076923077,130,7.6278208955223885,-0.09208974358974409,0.7880401334022351,-0.6295132032146968,0.1405547086122384,0.00836982504767833,0.09954732034300101
200,"(30, 25.0, 'smaller')",-0.1958663860752868,68,-0.25412083333333335,0.45100856358469876,7.214979166666667,48,7.4691,-0.38452976190476207,0.08022767837307962,7.159803571428571,112,7.544333333333333,0.055175595238095454,0.7601188826067009,-0.07523333333333326,0.8371380975815514,0.23727321879062713,0.009020164724608131
201,"(30, 33.333333333333336, 'smaller')",-0.17379804410128924,83,-0.22305155367231588,0.5203313496545106,7.156406779661017,59,7.379458333333333,-0.4001150990099003,0.07952760996781169,7.1880099009900995,101,7.588125,-0.031603121329082384,0.9788387463067618,-0.20866666666666678,0.4916509408251778,0.23383962590962076,0.04197593926607539
202,"(30, 41.66666666666667, 'smaller')",-0.3028610811503306,109,-0.371654306220095,0.22619207272335806,7.084618421052632,76,7.456272727272727,-0.31479179331306995,0.26353488617598253,7.2593571428571435,84,7.5741489361702135,-0.17473872180451178,0.4954476764530781,-0.11787620889748673,0.6181743509377287,0.7312781294491265,0.25054478380403117
203,"(30, 50.0, 'smaller')",-0.31108700293513697,129,-0.38494086021505414,0.16014281197509206,7.126559139784946,93,7.5115,-0.2915223880597013,0.3438970596934823,7.245477611940299,67,7.537,-0.1189184721553529,0.6208979923312854,-0.025500000000000078,0.7902761962157319,0.814709170879061,0.13871075157170648
204,"(30, 58.333333333333336, 'smaller')",-0.16879666545724062,159,-0.21994568807339387,0.29636273733388774,7.207174311926606,109,7.4271199999999995,-0.5790431372549021,0.10448753273291514,7.110490196078431,51,7.689533333333333,0.09668411584817438,0.6353669732077436,-0.26241333333333383,0.456056540250256,0.3720112326541881,0.0037937874718730487
205,"(30, 66.66666666666667, 'smaller')",-0.24906047415974383,172,-0.33175369458128046,0.13923592208077099,7.178853448275862,116,7.510607142857142,-0.39056060606060505,0.2810396893618371,7.169772727272728,44,7.560333333333333,0.009080721003133618,0.922372480249462,-0.04972619047619098,0.8501067391385259,0.6887153849708543,0.021351909295998853
206,"(30, 75.0, 'smaller')",-0.2509303597017087,182,-0.33511885245901674,0.12652832358654204,7.180131147540983,122,7.51525,-0.39211315789473744,0.28762887214435284,7.164236842105263,38,7.55635,0.015894305435720568,0.8395359462666717,-0.041100000000000136,0.8588975000947218,0.7172858355541112,0.018920812884202425
207,"(30, 83.33333333333334, 'smaller')",-0.23955106218684155,197,-0.32034868421052654,0.1302917372288611,7.161526315789473,133,7.481875,-0.4507175925925919,0.3271296232351538,7.249407407407408,27,7.700125,-0.08788109161793489,0.7775884615018376,-0.21825000000000028,0.49296320875470034,0.710291981367638,0.09423774368194415
208,"(30, 91.66666666666667, 'smaller')",-0.2726735270370211,214,-0.3609228799369646,0.06517570862823663,7.138048951048951,143,7.498971830985916,-0.23641176470588388,0.7668998616045258,7.498588235294117,17,7.735000000000001,-0.36053928424516624,0.2505742234006806,-0.23602816901408552,0.67541607471635,0.8539555403171136,0.7590854425497278
209,"(31, 8.333333333333334, 'smaller')",-0.2784320377471169,15,-0.42683333333333273,0.8852339144732015,7.1738333333333335,12,7.600666666666666,-0.3460365917865911,0.07013846744508727,7.176560810810812,148,7.522597402597403,-0.0027274774774781463,0.7313381301248034,0.07806926406926351,0.9092690452142217,0.10445610810161327,0.026189985711777955
210,"(31, 16.666666666666668, 'smaller')",-0.09025111200455771,29,-0.12072727272727324,0.6102986559765544,7.060272727272727,22,7.181,-0.36369932499503665,0.07106530354675243,7.194862318840579,138,7.558561643835616,-0.13458959156785255,0.6502860053671277,-0.37756164383561597,0.3945754721358029,0.05516940743880074,0.16559412160697767
211,"(31, 25.0, 'smaller')",-0.6335440703074687,48,-0.8632725274725273,0.04477150442055916,7.0153428571428575,35,7.878615384615385,-0.23557492537313518,0.26046051002543125,7.221439999999999,125,7.457014925373135,-0.20609714285714187,0.41851921139751735,0.4216004592422502,0.34772415012829483,0.8963931803298831,0.32921181306817593
212,"(31, 33.333333333333336, 'smaller')",-0.5642947590844749,74,-0.7566360153256708,0.018077446583600745,7.132777777777778,45,7.889413793103449,-0.12519914748508132,0.6642664270507443,7.193408695652174,115,7.318607843137255,-0.060630917874395784,0.7427032845965827,0.5708059499661937,0.058546313838518944,0.9515698609077841,0.06486579283387511
213,"(31, 41.66666666666667, 'smaller')",-0.6502258785338758,100,-0.8849184027777772,0.002560942403502567,7.119109375,64,8.004027777777777,0.08049810606060692,0.6911841417807751,7.214520833333334,96,7.134022727272727,-0.09541145833333431,0.6772511003700048,0.8700050505050498,0.003333943269561738,0.9975820809968573,0.10394493451582526
214,"(31, 50.0, 'smaller')",-0.4882212227152882,116,-0.670961771264734,0.020455279458556564,7.162945205479452,73,7.833906976744186,0.02047406026716292,0.9499242315147912,7.187609195402299,87,7.167135135135136,-0.02466398992284713,0.9344732151175287,0.6667718416090498,0.04473540128127852,0.9689913702072409,0.03761107814949969
215,"(31, 58.333333333333336, 'smaller')",-0.4478182514856871,134,-0.6144564272936357,0.026836874858765833,7.21945054945055,91,7.833906976744186,-0.04761339600470116,0.7731079909292273,7.119521739130435,69,7.167135135135136,0.09992881032011525,0.6742430634997917,0.6667718416090498,0.04473540128127852,0.9654698841214983,0.0035311072087597017
216,"(31, 66.66666666666667, 'smaller')",-0.39731237144468406,153,-0.5375233009708742,0.041137441189150074,7.204776699029126,103,7.7423,-0.03923333333333279,0.7410903170828944,7.125,57,7.164233333333333,0.07977669902912599,0.7189459794698025,0.5780666666666674,0.165636349140468,0.952792862098425,0.005455215438785788
217,"(31, 75.0, 'smaller')",-0.3521743779722906,174,-0.47338793103448307,0.0467103680139997,7.18475,116,7.658137931034483,-0.021681818181818358,0.7338113432171982,7.154227272727272,44,7.175909090909091,0.030522727272727757,0.8589624809170407,0.48222884012539247,0.2693973395805601,0.9326723649930885,0.014486018583571274
218,"(31, 83.33333333333334, 'smaller')",-0.2524927706129471,193,-0.33997019230769254,0.14614044909451535,7.1939375,128,7.533907692307692,-0.3831687500000003,0.3044299781228317,7.10603125,32,7.4892,0.08790624999999963,0.699457839486352,0.04470769230769189,0.7579554321782045,0.7405907897349931,0.004591833332727731
219,"(31, 91.66666666666667, 'smaller')",-0.3029397549993171,222,-0.40076952380952413,0.03854779292015012,7.133857142857142,147,7.534626666666666,0.2679230769230765,0.5217024890869293,7.656923076923077,13,7.389,-0.5230659340659347,0.12677223086110062,0.1456266666666659,0.9762152021772383,0.926733157560991,0.9727302858296013
